event,id,time,converted_time,decision_time_SEC,n_favorited,n_diversity,n_genres,book_position,book_id,experiment_finished,book_gender,user_favorite_gender_1,user_favorite_gender_2,user_favorite_gender_3,user_favorite_gender_4,user_favorite_gender_5,user_favorite_gender_6,hybrid_nudge,influencer_nudge,increase_salience_nudge,loss_aversion_nudge,book_title,city
Recommendation Added To Favorites List,0b77ae7e-2c76-4c0c-8898-3993a0f27ab2,1644619148,12/02/2022 04:09:08,107,5,1,4,6,38,,Suspense,Fantasia,Não ficção,Romance,Suspense,,,,,,,Verity,Passo Fundo
Recommendation Added To Favorites List,0b77ae7e-2c76-4c0c-8898-3993a0f27ab2,1644619129,12/02/2022 04:08:49,88,5,1,4,8,68,,Não Ficção,Fantasia,Não ficção,Romance,Suspense,,,,,,,Quem tem medo do feminismo negro?,Passo Fundo
Recommendation Added To Favorites List,0b77ae7e-2c76-4c0c-8898-3993a0f27ab2,1644619126,12/02/2022 04:08:46,85,5,1,4,10,3,,Romance,Fantasia,Não ficção,Romance,Suspense,,,,,,,Todas as suas (im)perfeições,Passo Fundo
Recommendation Added To Favorites List,0b77ae7e-2c76-4c0c-8898-3993a0f27ab2,1644619102,12/02/2022 04:08:22,61,5,1,4,15,30,,Juvenil,Fantasia,Não ficção,Romance,Suspense,,,,Indicado por Emma Watson,,,O príncipe cruel (Vol. 1 O Povo do Ar),Passo Fundo
Last Position,0b77ae7e-2c76-4c0c-8898-3993a0f27ab2,,,,,,,23,,,,,,,,,,,,,,,
First App Open,0b77ae7e-2c76-4c0c-8898-3993a0f27ab2,1644619011,12/02/2022 04:06:51,,,,,,,,,,,,,,,,,,,,Passo Fundo
Experiment Ended,0b77ae7e-2c76-4c0c-8898-3993a0f27ab2,1644619148,12/02/2022 04:09:08,,,,,,,TRUE,,,,,,,,,,,,,Passo Fundo
User Selected Preferred Genres,0b8e1702-16c7-487d-9874-4aeb18889efd,1644632834,12/02/2022 07:57:14,,4,0,4,,,,,Fantasia,Juvenil,Não ficção,Romance,,,,,,,,Sao Goncalo do Amarante
Recommendation Added To Favorites List,0b8e1702-16c7-487d-9874-4aeb18889efd,1644632880,12/02/2022 07:58:00,46,4,0,4,12,23,,Juvenil,Fantasia,Juvenil,Não ficção,Romance,,,,,,,A rainha vermelha,Sao Goncalo do Amarante
Recommendation Added To Favorites List,0b8e1702-16c7-487d-9874-4aeb18889efd,1644632887,12/02/2022 07:58:07,53,4,0,4,16,12,,Romance,Fantasia,Juvenil,Não ficção,Romance,,,,,,,O lado feio do amor,Sao Goncalo do Amarante
Recommendation Added To Favorites List,0b8e1702-16c7-487d-9874-4aeb18889efd,1644632892,12/02/2022 07:58:12,58,4,0,4,18,21,,Juvenil,Fantasia,Juvenil,Não ficção,Romance,,,,,,,Por lugares incríveis,Sao Goncalo do Amarante
Recommendation Added To Favorites List,0b8e1702-16c7-487d-9874-4aeb18889efd,1644632895,12/02/2022 07:58:15,61,4,0,4,20,89,,Fantasia,Fantasia,Juvenil,Não ficção,Romance,,,,,,,Trono de Vidro: Reino de Cinzas (Vol. 6),Sao Goncalo do Amarante
Last Position,0b8e1702-16c7-487d-9874-4aeb18889efd,,,,,,,20,,,,,,,,,,,,,,,
First App Open,0b8e1702-16c7-487d-9874-4aeb18889efd,1644632794,12/02/2022 07:56:34,,,,,,,,,,,,,,,,,,,,Sao Goncalo do Amarante
User Selected Preferred Genres,0c075fd1-3f01-4c41-80be-555a8fa2d448,1644714145,13/02/2022 06:32:25,,1,0,1,,,,,Fantasia,,,,,,,,,,,Criciúma
Recommendation Added To Favorites List,0c075fd1-3f01-4c41-80be-555a8fa2d448,1644714180,13/02/2022 06:33:00,35,1,0,1,22,77,,Fantasia,Fantasia,,,,,,,,,,Como o Rei de Elfhame aprendeu a odiar histórias,Criciúma
Last Position,0c075fd1-3f01-4c41-80be-555a8fa2d448,,,,,,,23,,,,,,,,,,,,,,,
First App Open,0c075fd1-3f01-4c41-80be-555a8fa2d448,1644714107,13/02/2022 06:31:47,,,,,,,,,,,,,,,,,,,,Criciúma
User Selected Preferred Genres,0dfd6892-3c03-413c-ba06-42a568737d65,1644617944,12/02/2022 03:49:04,,5,1,5,,,,,Fantasia,Juvenil,Romance,Suspense,Terror,,,,,,,Mamanguape
Recommendation Detail Added To Favorites List,0dfd6892-3c03-413c-ba06-42a568737d65,1644617986,12/02/2022 03:49:46,42,5,1,5,0,20,,Juvenil,Fantasia,Juvenil,Romance,Suspense,Terror,,90% favoritaram esse livro,,,,Coraline - Acompanha marcador de páginas especial,Mamanguape
Recommendation Detail Added To Favorites List,0dfd6892-3c03-413c-ba06-42a568737d65,1644617999,12/02/2022 03:49:59,55,5,1,5,6,22,,Juvenil,Fantasia,Juvenil,Romance,Suspense,Terror,,,,87% dos leitores classificaram como 5 estrelas,,Trono de vidro (Vol. 1),Mamanguape
Recommendation Detail Added To Favorites List,0dfd6892-3c03-413c-ba06-42a568737d65,1644618006,12/02/2022 03:50:06,62,5,1,5,8,102,,Romance,Fantasia,Juvenil,Romance,Suspense,Terror,,,,,,Daisy Jones & The Six,Mamanguape
Recommendation Detail Added To Favorites List,0dfd6892-3c03-413c-ba06-42a568737d65,1644618014,12/02/2022 03:50:14,70,5,1,5,10,79,,Fantasia,Fantasia,Juvenil,Romance,Suspense,Terror,,,,,,Trono de Vidro: Império de Tempestades (Vol. 5): Tomo Único,Mamanguape
Recommendation Detail Added To Favorites List,0dfd6892-3c03-413c-ba06-42a568737d65,1644618035,12/02/2022 03:50:35,91,5,1,5,19,74,,Não Ficção,Fantasia,Juvenil,Romance,Suspense,Terror,,90% favoritaram esse livro,,,,Ed & Lorraine Warren: Vidas Eternas,Mamanguape
Last Position,0dfd6892-3c03-413c-ba06-42a568737d65,,,,,,,19,,,,,,,,,,,,,,,
First App Open,0dfd6892-3c03-413c-ba06-42a568737d65,1644617902,12/02/2022 03:48:22,,,,,,,,,,,,,,,,,,,,Mamanguape
Experiment Ended,0dfd6892-3c03-413c-ba06-42a568737d65,1644618035,12/02/2022 03:50:35,,,,,,,TRUE,,,,,,,,,,,,,Mamanguape
Experiment Ended,0dfd6892-3c03-413c-ba06-42a568737d65,1644838909,14/02/2022 17:11:49,,,,,,,TRUE,,,,,,,,,,,,,Rio Tinto
User Selected Preferred Genres,0e222833-5060-41ab-9387-d270d79950a5,1644620591,12/02/2022 04:33:11,,5,2,3,,,,,Fantasia,Romance,Suspense,,,,,,,,,Guaruja
Recommendation Added To Favorites List,0e222833-5060-41ab-9387-d270d79950a5,1644620620,12/02/2022 04:33:40,29,5,2,3,0,85,,Fantasia,Fantasia,Romance,Suspense,,,,,,,,Harry Potter e a Pedra Filosofal - Edição Ilustrada,Guaruja
Recommendation Added To Favorites List,0e222833-5060-41ab-9387-d270d79950a5,1644620591,12/02/2022 04:33:11,,5,2,3,2,6,,Romance,Fantasia,Romance,Suspense,,,,,,,,O morro dos ventos uivantes,Guaruja
Recommendation Added To Favorites List,0e222833-5060-41ab-9387-d270d79950a5,1644620591,12/02/2022 04:33:11,,5,2,3,3,52,,Terror,Fantasia,Romance,Suspense,,,,90% favoritaram esse livro,,,,O Retrato de Dorian Gray,Guaruja
Recommendation Added To Favorites List,0e222833-5060-41ab-9387-d270d79950a5,1644620591,12/02/2022 04:33:11,,5,2,3,7,95,,Juvenil,Fantasia,Romance,Suspense,,,,,Indicado por Emma Watson,,,O Ódio que Você Semeia,Guaruja
Recommendation Added To Favorites List,0e222833-5060-41ab-9387-d270d79950a5,1644620591,12/02/2022 04:33:11,,5,2,3,8,45,,Suspense,Fantasia,Romance,Suspense,,,,,,,,Não Confie em Ninguém,Guaruja
Last Position,0e222833-5060-41ab-9387-d270d79950a5,,,,,,,10,,,,,,,,,,,,,,,
First App Open,0e222833-5060-41ab-9387-d270d79950a5,1644620561,12/02/2022 04:32:41,,,,,,,,,,,,,,,,,,,,Guaruja
Experiment Ended,0e222833-5060-41ab-9387-d270d79950a5,1644620620,12/02/2022 04:33:40,,,,,,,TRUE,,,,,,,,,,,,,Guaruja
User Selected Preferred Genres,0e44ece9-9e61-4434-8971-1176608d4eb8,1644716927,13/02/2022 07:18:47,,5,2,2,,,,,Fantasia,Romance,,,,,,,,,,São Paulo
Recommendation Added To Favorites List,0e44ece9-9e61-4434-8971-1176608d4eb8,1644717013,13/02/2022 07:20:13,86,5,2,2,0,158,,Romance,Fantasia,Romance,,,,,,,,,"Os Bridgertons, um amor de família: Guia oficial de Lady Whistledown Autor: Julia Quinn",São Paulo
Recommendation Added To Favorites List,0e44ece9-9e61-4434-8971-1176608d4eb8,1644716977,13/02/2022 07:19:37,50,5,2,2,4,5,,Romance,Fantasia,Romance,,,,,,,,,Teto Para Dois,São Paulo
Recommendation Added To Favorites List,0e44ece9-9e61-4434-8971-1176608d4eb8,1644717024,13/02/2022 07:20:24,97,5,2,2,5,23,,Juvenil,Fantasia,Romance,,,,,,,87% dos leitores classificaram como 5 estrelas,,A rainha vermelha,São Paulo
Recommendation Added To Favorites List,0e44ece9-9e61-4434-8971-1176608d4eb8,1644717005,13/02/2022 07:20:05,78,5,2,2,7,120,,Juvenil,Fantasia,Romance,,,,,,Indicado por Lupita Nyong'o,,,Ash,São Paulo
Recommendation Added To Favorites List,0e44ece9-9e61-4434-8971-1176608d4eb8,1644716983,13/02/2022 07:19:43,56,5,2,2,10,12,,Romance,Fantasia,Romance,,,,,,,,,O lado feio do amor,São Paulo
Last Position,0e44ece9-9e61-4434-8971-1176608d4eb8,,,,,,,23,,,,,,,,,,,,,,,
First App Open,0e44ece9-9e61-4434-8971-1176608d4eb8,1644716895,13/02/2022 07:18:15,,,,,,,,,,,,,,,,,,,,São Paulo
Experiment Ended,0e44ece9-9e61-4434-8971-1176608d4eb8,1644717025,13/02/2022 07:20:25,,,,,,,TRUE,,,,,,,,,,,,,São Paulo
User Selected Preferred Genres,0f8367cb-85e5-47bf-ac95-bcfe4751c29c,1644627943,12/02/2022 06:35:43,,5,0,4,,,,,Fantasia,Juvenil,Romance,Suspense,,,,,,,,Vila Velha
Recommendation Added To Favorites List,0f8367cb-85e5-47bf-ac95-bcfe4751c29c,1644627999,12/02/2022 06:36:39,56,5,0,4,0,41,,Suspense,Fantasia,Juvenil,Romance,Suspense,,,,,,,A Lista de Convidados,Vila Velha
Recommendation Added To Favorites List,0f8367cb-85e5-47bf-ac95-bcfe4751c29c,1644628072,12/02/2022 06:37:52,129,5,0,4,4,84,,Fantasia,Fantasia,Juvenil,Romance,Suspense,,,,,,,Estilhaça-me: 1,Vila Velha
Recommendation Added To Favorites List,0f8367cb-85e5-47bf-ac95-bcfe4751c29c,1644628099,12/02/2022 06:38:19,156,5,0,4,10,37,,Suspense,Fantasia,Juvenil,Romance,Suspense,,,,,,,A Última Festa,Vila Velha
Recommendation Added To Favorites List,0f8367cb-85e5-47bf-ac95-bcfe4751c29c,1644628056,12/02/2022 06:37:36,113,5,0,4,18,35,,Suspense,Fantasia,Juvenil,Romance,Suspense,,,,,,,Coleção Agatha Christie - Box 1,Vila Velha
Recommendation Added To Favorites List,0f8367cb-85e5-47bf-ac95-bcfe4751c29c,1644628064,12/02/2022 06:37:44,121,5,0,4,22,46,,Suspense,Fantasia,Juvenil,Romance,Suspense,,,,,,,Deixada Para Trás,Vila Velha
Last Position,0f8367cb-85e5-47bf-ac95-bcfe4751c29c,,,,,,,23,,,,,,,,,,,,,,,
First App Open,0f8367cb-85e5-47bf-ac95-bcfe4751c29c,1644627888,12/02/2022 06:34:48,,,,,,,,,,,,,,,,,,,,Vila Velha
Experiment Ended,0f8367cb-85e5-47bf-ac95-bcfe4751c29c,1644628099,12/02/2022 06:38:19,,,,,,,TRUE,,,,,,,,,,,,,Vila Velha
User Selected Preferred Genres,0f84f9a6-423f-45d0-b5de-1949894b6544,1644617246,12/02/2022 03:37:26,,4,0,4,,,,,Fantasia,Juvenil,Romance,Suspense,,,,,,,,Itapevi
Recommendation Added To Favorites List,0f84f9a6-423f-45d0-b5de-1949894b6544,1644685339,12/02/2022 22:32:19,,4,0,4,0,17,,Juvenil,Fantasia,Juvenil,Romance,Suspense,,,,,,,A Seleção: 1,Itapevi
Recommendation Added To Favorites List,0f84f9a6-423f-45d0-b5de-1949894b6544,1644617264,12/02/2022 03:37:44,18,4,0,4,10,23,,Juvenil,Fantasia,Juvenil,Romance,Suspense,,,,,,,A rainha vermelha,Itapevi
Recommendation Added To Favorites List,0f84f9a6-423f-45d0-b5de-1949894b6544,1644685356,12/02/2022 22:32:36,,4,0,4,10,127,,Juvenil,Fantasia,Juvenil,Romance,Suspense,,,,,,,Decifra-me,Itapevi
Recommendation Added To Favorites List,0f84f9a6-423f-45d0-b5de-1949894b6544,1644617273,12/02/2022 03:37:53,27,4,0,4,16,76,,Fantasia,Fantasia,Juvenil,Romance,Suspense,,,,,,,Trono de Vidro: Herdeira do fogo (Vol. 3),Itapevi
Last Position,0f84f9a6-423f-45d0-b5de-1949894b6544,,,,,,,23,,,,,,,,,,,,,,,
First App Open,0f84f9a6-423f-45d0-b5de-1949894b6544,1644617232,12/02/2022 03:37:12,,,,,,,,,,,,,,,,,,,,Itapevi
User Selected Preferred Genres,0fdda9eb-ca98-4050-a8c0-23db5564ad69,1644635772,12/02/2022 08:46:12,,3,0,3,,,,,Fantasia,Juvenil,Romance,,,,,,,,,Recife
Recommendation Added To Favorites List,0fdda9eb-ca98-4050-a8c0-23db5564ad69,1644635783,12/02/2022 08:46:23,11,3,0,3,4,3,,Romance,Fantasia,Juvenil,Romance,,,,,,,,Todas as suas (im)perfeições,Recife
Recommendation Added To Favorites List,0fdda9eb-ca98-4050-a8c0-23db5564ad69,1644635811,12/02/2022 08:46:51,39,3,0,3,16,6,,Romance,Fantasia,Juvenil,Romance,,,,,,,,O morro dos ventos uivantes,Recife
Recommendation Added To Favorites List,0fdda9eb-ca98-4050-a8c0-23db5564ad69,1644635821,12/02/2022 08:47:01,49,3,0,3,22,13,,Romance,Fantasia,Juvenil,Romance,,,,,,,,O acordo,Recife
Last Position,0fdda9eb-ca98-4050-a8c0-23db5564ad69,,,,,,,23,,,,,,,,,,,,,,,
First App Open,0fdda9eb-ca98-4050-a8c0-23db5564ad69,1644635748,12/02/2022 08:45:48,,,,,,,,,,,,,,,,,,,,Recife
User Selected Preferred Genres,0fe3a112-e628-4eec-9bda-c97ba0590195,1644681462,12/02/2022 21:27:42,,5,2,2,,,,,Juvenil,Romance,,,,,,,,,,Belém
Recommendation Added To Favorites List,0fe3a112-e628-4eec-9bda-c97ba0590195,1644681507,12/02/2022 21:28:27,45,5,2,2,0,4,,Romance,Juvenil,Romance,,,,,,,,,Até o verão terminar,Belém
Recommendation Added To Favorites List,0fe3a112-e628-4eec-9bda-c97ba0590195,1644681470,12/02/2022 21:27:50,8,5,2,2,4,1,,Romance,Juvenil,Romance,,,,,,,,,É Assim que Acaba,Belém
Recommendation Added To Favorites List,0fe3a112-e628-4eec-9bda-c97ba0590195,1644681486,12/02/2022 21:28:06,24,5,2,2,14,3,,Romance,Juvenil,Romance,,,,,,,,,Todas as suas (im)perfeições,Belém
Recommendation Added To Favorites List,0fe3a112-e628-4eec-9bda-c97ba0590195,1644681530,12/02/2022 21:28:50,68,5,2,2,17,87,,Fantasia,Juvenil,Romance,,,,,,,,Favoritado 36 vezes hoje,Kindred: laços de sangue,Belém
Recommendation Added To Favorites List,0fe3a112-e628-4eec-9bda-c97ba0590195,1644681540,12/02/2022 21:29:00,78,5,2,2,19,75,,Não Ficção,Juvenil,Romance,,,,,90% favoritaram esse livro,,,,Enquanto eu respirar,Belém
Last Position,0fe3a112-e628-4eec-9bda-c97ba0590195,,,,,,,23,,,,,,,,,,,,,,,
First App Open,0fe3a112-e628-4eec-9bda-c97ba0590195,1644681439,12/02/2022 21:27:19,,,,,,,,,,,,,,,,,,,,Belém
Experiment Ended,0fe3a112-e628-4eec-9bda-c97ba0590195,1644681540,12/02/2022 21:29:00,,,,,,,TRUE,,,,,,,,,,,,,Belém
User Selected Preferred Genres,108ece83-0110-4468-8f92-8c3a444d15e2,1644666574,12/02/2022 17:19:34,,5,3,3,,,,,Fantasia,Romance,Suspense,,,,,,,,,Miguel Pereira
Recommendation Detail Added To Favorites List,108ece83-0110-4468-8f92-8c3a444d15e2,1644666683,12/02/2022 17:21:23,109,5,3,3,6,78,,Fantasia,Fantasia,Romance,Suspense,,,,,,,Favoritado 36 vezes hoje,Nunca Saia Sozinho,Miguel Pereira
Recommendation Added To Favorites List,108ece83-0110-4468-8f92-8c3a444d15e2,1644666579,12/02/2022 17:19:39,5,5,3,3,0,15,,Suspense,Fantasia,Romance,Suspense,,,,,,,,O Homem de Giz,Miguel Pereira
Recommendation Added To Favorites List,108ece83-0110-4468-8f92-8c3a444d15e2,1644666597,12/02/2022 17:19:57,23,5,3,3,11,27,,Juvenil,Fantasia,Romance,Suspense,,,,90% favoritaram esse livro,,,,Corte de chamas prateadas (Vol. 4 Corte de espinhos e rosas) – Edição de colecionador,Miguel Pereira
Recommendation Added To Favorites List,108ece83-0110-4468-8f92-8c3a444d15e2,1644666603,12/02/2022 17:20:03,29,5,3,3,13,21,,Juvenil,Fantasia,Romance,Suspense,,,,,,87% dos leitores classificaram como 5 estrelas,,Por lugares incríveis,Miguel Pereira
Recommendation Added To Favorites List,108ece83-0110-4468-8f92-8c3a444d15e2,1644666624,12/02/2022 17:20:24,50,5,3,3,15,30,,Juvenil,Fantasia,Romance,Suspense,,,,,Indicado por Emma Watson,,,O príncipe cruel (Vol. 1 O Povo do Ar),Miguel Pereira
Last Position,108ece83-0110-4468-8f92-8c3a444d15e2,,,,,,,23,,,,,,,,,,,,,,,
First App Open,108ece83-0110-4468-8f92-8c3a444d15e2,1644666526,12/02/2022 17:18:46,,,,,,,,,,,,,,,,,,,,Miguel Pereira
Experiment Ended,108ece83-0110-4468-8f92-8c3a444d15e2,1644666683,12/02/2022 17:21:23,,,,,,,TRUE,,,,,,,,,,,,,Miguel Pereira
User Selected Preferred Genres,119a3b91-f5e6-41c1-b9ed-6bb511ae84f2,1644626400,12/02/2022 06:10:00,,5,1,4,,,,,Fantasia,Juvenil,Não ficção,Romance,,,,,,,,São Paulo
Recommendation Added To Favorites List,119a3b91-f5e6-41c1-b9ed-6bb511ae84f2,1644626711,12/02/2022 06:15:11,311,5,1,4,1,49,,Terror,Fantasia,Juvenil,Não ficção,Romance,,,,,,Favoritado 36 vezes hoje,Drácula - Dark Edition: Edição limitada para caçadores de vampiros,São Paulo
Recommendation Added To Favorites List,119a3b91-f5e6-41c1-b9ed-6bb511ae84f2,1644626719,12/02/2022 06:15:19,319,5,1,4,8,3,,Romance,Fantasia,Juvenil,Não ficção,Romance,,,,,,,Todas as suas (im)perfeições,São Paulo
Recommendation Added To Favorites List,119a3b91-f5e6-41c1-b9ed-6bb511ae84f2,1644626471,12/02/2022 06:11:11,71,5,1,4,16,83,,Fantasia,Fantasia,Juvenil,Não ficção,Romance,,,,,,,Sombra e Ossos,São Paulo
Recommendation Added To Favorites List,119a3b91-f5e6-41c1-b9ed-6bb511ae84f2,1644626468,12/02/2022 06:11:08,68,5,1,4,18,4,,Romance,Fantasia,Juvenil,Não ficção,Romance,,,,,,,Até o verão terminar,São Paulo
Recommendation Added To Favorites List,119a3b91-f5e6-41c1-b9ed-6bb511ae84f2,1644626483,12/02/2022 06:11:23,83,5,1,4,20,79,,Fantasia,Fantasia,Juvenil,Não ficção,Romance,,,,,,,Trono de Vidro: Império de Tempestades (Vol. 5): Tomo Único,São Paulo
Last Position,119a3b91-f5e6-41c1-b9ed-6bb511ae84f2,,,,,,,23,,,,,,,,,,,,,,,
First App Open,119a3b91-f5e6-41c1-b9ed-6bb511ae84f2,1644626375,12/02/2022 06:09:35,,,,,,,,,,,,,,,,,,,,São Paulo
