event,id,time,converted_time,decision_time_SEC,n_favorited,n_diversity,n_genres,book_position,book_id,experiment_finished,book_gender,user_favorite_gender_1,user_favorite_gender_2,user_favorite_gender_3,user_favorite_gender_4,user_favorite_gender_5,user_favorite_gender_6,hybrid_nudge,influencer_nudge,increase_salience_nudge,loss_aversion_nudge,book_title,city
Recommendation Added To Favorites List,686301af-3659-4755-86e2-1f4ff8c6112f,1646525409,06/03/2022 05:40:09,20,5,2,3,11,3,,Fantasia,Juvenil,Não ficção,Romance,,,,85% dos leitores gostaram,,,,O guia definitivo do mochileiro das galáxias,Suzano
Recommendation Added To Favorites List,686301af-3659-4755-86e2-1f4ff8c6112f,1646525412,06/03/2022 05:40:12,23,5,2,3,12,112,,Romance,Juvenil,Não ficção,Romance,,,,,,,,Americanah,Suzano
Recommendation Added To Favorites List,686301af-3659-4755-86e2-1f4ff8c6112f,1646525415,06/03/2022 05:40:15,26,5,2,3,13,1,,Fantasia,Juvenil,Não ficção,Romance,,,,,,85% dos leitores deram 5★,,Trono de vidro (Vol. 1),Suzano
Last Position,686301af-3659-4755-86e2-1f4ff8c6112f,,,,,,,23,,,,,,,,,,,,,,,
First App Open,686301af-3659-4755-86e2-1f4ff8c6112f,1646525340,06/03/2022 05:39:00,,,,,,,,,,,,,,,,,,,,Suzano
Experiment Ended,686301af-3659-4755-86e2-1f4ff8c6112f,1646525439,06/03/2022 05:40:39,,,,,,,TRUE,,,,,,,,,,,,,Suzano
User Selected Preferred Genres,68a11b82-5d4b-46d7-a442-209f6391d20f,1644883780,15/02/2022 05:39:40,,3,0,1,,,,,Suspense,,,,,,,,,,,São Paulo
Recommendation Added To Favorites List,68a11b82-5d4b-46d7-a442-209f6391d20f,1644883780,15/02/2022 05:39:40,,3,0,1,10,45,,Suspense,Suspense,,,,,,,,,,Não Confie em Ninguém,São Paulo
Recommendation Added To Favorites List,68a11b82-5d4b-46d7-a442-209f6391d20f,1644883780,15/02/2022 05:39:40,,3,0,1,12,42,,Suspense,Suspense,,,,,,,,,,Um de nós é o próximo,São Paulo
Recommendation Added To Favorites List,68a11b82-5d4b-46d7-a442-209f6391d20f,1644883780,15/02/2022 05:39:40,,3,0,1,16,106,,Suspense,Suspense,,,,,,,,,,O Chamado do Cuco,São Paulo
Last Position,68a11b82-5d4b-46d7-a442-209f6391d20f,,,,,,,16,,,,,,,,,,,,,,,
First App Open,68a11b82-5d4b-46d7-a442-209f6391d20f,1644883749,15/02/2022 05:39:09,,,,,,,,,,,,,,,,,,,,São Paulo
User Selected Preferred Genres,69518684-c35e-49d3-85b3-04b3232a9df2,1644632437,12/02/2022 07:50:37,,5,0,3,,,,,Fantasia,Juvenil,Romance,,,,,,,,,Mostardas
Recommendation Detail Added To Favorites List,69518684-c35e-49d3-85b3-04b3232a9df2,1644632450,12/02/2022 07:50:50,13,5,0,3,0,1,,Romance,Fantasia,Juvenil,Romance,,,,,,,Favoritado 36 vezes hoje,É Assim que Acaba,Mostardas
Recommendation Added To Favorites List,69518684-c35e-49d3-85b3-04b3232a9df2,1644632459,12/02/2022 07:50:59,22,5,0,3,4,13,,Romance,Fantasia,Juvenil,Romance,,,,,,,,O acordo,Mostardas
Recommendation Added To Favorites List,69518684-c35e-49d3-85b3-04b3232a9df2,1644632467,12/02/2022 07:51:07,30,5,0,3,12,23,,Juvenil,Fantasia,Juvenil,Romance,,,,,,,,A rainha vermelha,Mostardas
Recommendation Added To Favorites List,69518684-c35e-49d3-85b3-04b3232a9df2,1644632472,12/02/2022 07:51:12,35,5,0,3,16,22,,Juvenil,Fantasia,Juvenil,Romance,,,,,,,,Trono de vidro (Vol. 1),Mostardas
Recommendation Added To Favorites List,69518684-c35e-49d3-85b3-04b3232a9df2,1644632661,12/02/2022 07:54:21,224,5,0,3,20,28,,Juvenil,Fantasia,Juvenil,Romance,,,,,,,,Harry Potter e a pedra filosofal,Mostardas
Last Position,69518684-c35e-49d3-85b3-04b3232a9df2,,,,,,,23,,,,,,,,,,,,,,,
First App Open,69518684-c35e-49d3-85b3-04b3232a9df2,1644632394,12/02/2022 07:49:54,,,,,,,,,,,,,,,,,,,,Mostardas
Experiment Ended,69518684-c35e-49d3-85b3-04b3232a9df2,1644632661,12/02/2022 07:54:21,,,,,,,TRUE,,,,,,,,,,,,,Mostardas
Experiment Ended,69518684-c35e-49d3-85b3-04b3232a9df2,1644632666,12/02/2022 07:54:26,,,,,,,TRUE,,,,,,,,,,,,,Mostardas
Experiment Ended,69518684-c35e-49d3-85b3-04b3232a9df2,1644632683,12/02/2022 07:54:43,,,,,,,TRUE,,,,,,,,,,,,,Mostardas
Experiment Ended,69518684-c35e-49d3-85b3-04b3232a9df2,1644679457,12/02/2022 20:54:17,,,,,,,TRUE,,,,,,,,,,,,,Porto Alegre
Experiment Ended,69518684-c35e-49d3-85b3-04b3232a9df2,1644685470,12/02/2022 22:34:30,,,,,,,TRUE,,,,,,,,,,,,,Sapucaia do Sul
User Selected Preferred Genres,69947342-9d1f-4225-83e8-38eef0d3c16f,1646524041,06/03/2022 05:17:21,,4,1,3,,,,,Fantasia,Romance,Suspense,,,,,,,,,São Paulo
Recommendation Added To Favorites List,69947342-9d1f-4225-83e8-38eef0d3c16f,1646524096,06/03/2022 05:18:16,55,4,1,3,0,136,,Suspense,Fantasia,Romance,Suspense,,,,,,,,Em fogo lento,São Paulo
Recommendation Added To Favorites List,69947342-9d1f-4225-83e8-38eef0d3c16f,1646524155,06/03/2022 05:19:15,114,4,1,3,2,130,,Suspense,Fantasia,Romance,Suspense,,,,,,,,Deixada Para Trás,São Paulo
Recommendation Added To Favorites List,69947342-9d1f-4225-83e8-38eef0d3c16f,1646524196,06/03/2022 05:19:56,155,4,1,3,6,120,,Suspense,Fantasia,Romance,Suspense,,,,,,,,E não sobrou nenhum,São Paulo
Recommendation Added To Favorites List,69947342-9d1f-4225-83e8-38eef0d3c16f,1646524529,06/03/2022 05:25:29,488,4,1,3,21,161,,Terror,Fantasia,Romance,Suspense,,,,,,55% dos leitores deram 5★,,A estrada da noite – Edição Luxo,São Paulo
Last Position,69947342-9d1f-4225-83e8-38eef0d3c16f,,,,,,,23,,,,,,,,,,,,,,,
First App Open,69947342-9d1f-4225-83e8-38eef0d3c16f,1646523767,06/03/2022 05:12:47,,,,,,,,,,,,,,,,,,,,São Paulo
User Selected Preferred Genres,6a586d78-2edc-43ea-b2a3-6757d957eb95,1646535205,06/03/2022 08:23:25,,4,0,2,,,,,Juvenil,Romance,,,,,,,,,,Criciúma
Recommendation Added To Favorites List,6a586d78-2edc-43ea-b2a3-6757d957eb95,1646535217,06/03/2022 08:23:37,12,4,0,2,4,31,,Juvenil,Juvenil,Romance,,,,,,,,,Por lugares incríveis,Criciúma
Recommendation Added To Favorites List,6a586d78-2edc-43ea-b2a3-6757d957eb95,1646535220,06/03/2022 08:23:40,15,4,0,2,6,96,,Romance,Juvenil,Romance,,,,,,,,,Mil beijos de garoto,Criciúma
Recommendation Added To Favorites List,6a586d78-2edc-43ea-b2a3-6757d957eb95,1646535224,06/03/2022 08:23:44,19,4,0,2,10,107,,Romance,Juvenil,Romance,,,,,,,,,"Os Bridgertons, um amor de família: Guia oficial de Lady Whistledown",Criciúma
Recommendation Added To Favorites List,6a586d78-2edc-43ea-b2a3-6757d957eb95,1646535238,06/03/2022 08:23:58,33,4,0,2,16,98,,Romance,Juvenil,Romance,,,,,,,,,O acordo,Criciúma
Last Position,6a586d78-2edc-43ea-b2a3-6757d957eb95,,,,,,,23,,,,,,,,,,,,,,,
First App Open,6a586d78-2edc-43ea-b2a3-6757d957eb95,1646535177,06/03/2022 08:22:57,,,,,,,,,,,,,,,,,,,,Criciúma
User Selected Preferred Genres,6a5f4a47-0db4-4a6d-84ac-49bbb888ed0c,1644872745,15/02/2022 02:35:45,,5,3,4,,,,,Fantasia,Juvenil,Romance,Suspense,,,,,,,,Foz do Iguaçu
Recommendation Added To Favorites List,6a5f4a47-0db4-4a6d-84ac-49bbb888ed0c,1644872771,15/02/2022 02:36:11,26,5,3,4,7,98,,Não Ficção,Fantasia,Juvenil,Romance,Suspense,,,,Indicado por Bill Gates,,,A Bailarina de Auschwitz,Foz do Iguaçu
Recommendation Added To Favorites List,6a5f4a47-0db4-4a6d-84ac-49bbb888ed0c,1644872826,15/02/2022 02:37:06,81,5,3,4,11,135,,Terror,Fantasia,Juvenil,Romance,Suspense,,,90% favoritaram esse livro,,,,Eu sei o que vocês fizeram no verão passado: Alguns segredos não poderão ser esquecidos...,Foz do Iguaçu
Recommendation Added To Favorites List,6a5f4a47-0db4-4a6d-84ac-49bbb888ed0c,1644872778,15/02/2022 02:36:18,33,5,3,4,12,38,,Suspense,Fantasia,Juvenil,Romance,Suspense,,,,,,,Verity,Foz do Iguaçu
Recommendation Added To Favorites List,6a5f4a47-0db4-4a6d-84ac-49bbb888ed0c,1644872794,15/02/2022 02:36:34,49,5,3,4,16,44,,Suspense,Fantasia,Juvenil,Romance,Suspense,,,,,,,Assassinato no Expresso do Oriente,Foz do Iguaçu
Recommendation Added To Favorites List,6a5f4a47-0db4-4a6d-84ac-49bbb888ed0c,1644872832,15/02/2022 02:37:12,87,5,3,4,23,48,,Terror,Fantasia,Juvenil,Romance,Suspense,,,,Indicado por George R R Martin,,,Uma mulher na escuridão,Foz do Iguaçu
Last Position,6a5f4a47-0db4-4a6d-84ac-49bbb888ed0c,,,,,,,23,,,,,,,,,,,,,,,
First App Open,6a5f4a47-0db4-4a6d-84ac-49bbb888ed0c,1644872709,15/02/2022 02:35:09,,,,,,,,,,,,,,,,,,,,Foz do Iguaçu
Experiment Ended,6a5f4a47-0db4-4a6d-84ac-49bbb888ed0c,1644872832,15/02/2022 02:37:12,,,,,,,TRUE,,,,,,,,,,,,,Foz do Iguaçu
Experiment Ended,6a5f4a47-0db4-4a6d-84ac-49bbb888ed0c,1644872841,15/02/2022 02:37:21,,,,,,,TRUE,,,,,,,,,,,,,Foz do Iguaçu
Experiment Ended,6a5f4a47-0db4-4a6d-84ac-49bbb888ed0c,1644872843,15/02/2022 02:37:23,,,,,,,TRUE,,,,,,,,,,,,,Foz do Iguaçu
Experiment Ended,6a5f4a47-0db4-4a6d-84ac-49bbb888ed0c,1644912298,15/02/2022 13:34:58,,,,,,,TRUE,,,,,,,,,,,,,Foz do Iguaçu
Experiment Ended,6a5f4a47-0db4-4a6d-84ac-49bbb888ed0c,1645075788,17/02/2022 10:59:48,,,,,,,TRUE,,,,,,,,,,,,,Foz do Iguaçu
User Selected Preferred Genres,6aa05122-5496-40c3-b05b-3a99747dba96,1644685970,12/02/2022 22:42:50,,5,0,4,,,,,Fantasia,Juvenil,Não ficção,Romance,,,,,,,,Teresina
Recommendation Added To Favorites List,6aa05122-5496-40c3-b05b-3a99747dba96,1644685974,12/02/2022 22:42:54,4,5,0,4,0,76,,Fantasia,Fantasia,Juvenil,Não ficção,Romance,,,,,,,Trono de Vidro: Herdeira do fogo (Vol. 3),Teresina
Recommendation Added To Favorites List,6aa05122-5496-40c3-b05b-3a99747dba96,1644685998,12/02/2022 22:43:18,28,5,0,4,4,22,,Juvenil,Fantasia,Juvenil,Não ficção,Romance,,,,,,,Trono de vidro (Vol. 1),Teresina
Recommendation Added To Favorites List,6aa05122-5496-40c3-b05b-3a99747dba96,1644686006,12/02/2022 22:43:26,36,5,0,4,8,14,,Romance,Fantasia,Juvenil,Não ficção,Romance,,,,,,,Pássaro e serpente (Vol. 1),Teresina
Recommendation Added To Favorites List,6aa05122-5496-40c3-b05b-3a99747dba96,1644686041,12/02/2022 22:44:01,71,5,0,4,20,120,,Juvenil,Fantasia,Juvenil,Não ficção,Romance,,,,,,,Ash,Teresina
Recommendation Added To Favorites List,6aa05122-5496-40c3-b05b-3a99747dba96,1644686037,12/02/2022 22:43:57,67,5,0,4,22,12,,Romance,Fantasia,Juvenil,Não ficção,Romance,,,,,,,O lado feio do amor,Teresina
Last Position,6aa05122-5496-40c3-b05b-3a99747dba96,,,,,,,23,,,,,,,,,,,,,,,
First App Open,6aa05122-5496-40c3-b05b-3a99747dba96,1644685944,12/02/2022 22:42:24,,,,,,,,,,,,,,,,,,,,Teresina
Experiment Ended,6aa05122-5496-40c3-b05b-3a99747dba96,1644686041,12/02/2022 22:44:01,,,,,,,TRUE,,,,,,,,,,,,,Teresina
Experiment Ended,6aa05122-5496-40c3-b05b-3a99747dba96,1644686043,12/02/2022 22:44:03,,,,,,,TRUE,,,,,,,,,,,,,Teresina
User Selected Preferred Genres,6afbc96b-e2d7-4c16-816e-e22fdb21150a,1644617246,12/02/2022 03:37:26,,5,2,4,,,,,Fantasia,Romance,Suspense,Terror,,,,,,,,Diadema
Recommendation Added To Favorites List,6afbc96b-e2d7-4c16-816e-e22fdb21150a,1644617261,12/02/2022 03:37:41,,5,2,4,5,71,,Não Ficção,Fantasia,Romance,Suspense,Terror,,,,,87% dos leitores classificaram como 5 estrelas,,BTK Profile: Máscara da Maldade,Diadema
Recommendation Added To Favorites List,6afbc96b-e2d7-4c16-816e-e22fdb21150a,1644617267,12/02/2022 03:37:47,,5,2,4,6,36,,Suspense,Fantasia,Romance,Suspense,Terror,,,,,,,E não sobrou nenhum,Diadema
Recommendation Added To Favorites List,6afbc96b-e2d7-4c16-816e-e22fdb21150a,1644617267,12/02/2022 03:37:47,,5,2,4,10,89,,Fantasia,Fantasia,Romance,Suspense,Terror,,,,,,,Trono de Vidro: Reino de Cinzas (Vol. 6),Diadema
Recommendation Added To Favorites List,6afbc96b-e2d7-4c16-816e-e22fdb21150a,1644617267,12/02/2022 03:37:47,,5,2,4,14,88,,Fantasia,Fantasia,Romance,Suspense,Terror,,,,,,,Depois,Diadema
Recommendation Added To Favorites List,6afbc96b-e2d7-4c16-816e-e22fdb21150a,1644617275,12/02/2022 03:37:55,,5,2,4,19,20,,Juvenil,Fantasia,Romance,Suspense,Terror,,,90% favoritaram esse livro,,,,Coraline - Acompanha marcador de páginas especial,Diadema
Last Position,6afbc96b-e2d7-4c16-816e-e22fdb21150a,,,,,,,19,,,,,,,,,,,,,,,
First App Open,6afbc96b-e2d7-4c16-816e-e22fdb21150a,1644617221,12/02/2022 03:37:01,,,,,,,,,,,,,,,,,,,,Diadema
Experiment Ended,6afbc96b-e2d7-4c16-816e-e22fdb21150a,1644617275,12/02/2022 03:37:55,,,,,,,TRUE,,,,,,,,,,,,,Diadema
Experiment Ended,6afbc96b-e2d7-4c16-816e-e22fdb21150a,1644727830,13/02/2022 10:20:30,,,,,,,TRUE,,,,,,,,,,,,,Diadema
User Selected Preferred Genres,6b00a428-cbc4-4619-8408-84db40150e11,1644635882,12/02/2022 08:48:02,,5,0,1,,,,,Romance,,,,,,,,,,,Maringá
Recommendation Added To Favorites List,6b00a428-cbc4-4619-8408-84db40150e11,1644636041,12/02/2022 08:50:41,159,5,0,1,6,1,,Romance,Romance,,,,,,,,,,É Assim que Acaba,Maringá
Recommendation Added To Favorites List,6b00a428-cbc4-4619-8408-84db40150e11,1644635941,12/02/2022 08:49:01,59,5,0,1,8,11,,Romance,Romance,,,,,,,,,,Mil beijos de garoto,Maringá
Recommendation Added To Favorites List,6b00a428-cbc4-4619-8408-84db40150e11,1644636035,12/02/2022 08:50:35,153,5,0,1,12,12,,Romance,Romance,,,,,,,,,,O lado feio do amor,Maringá
Recommendation Added To Favorites List,6b00a428-cbc4-4619-8408-84db40150e11,1644636026,12/02/2022 08:50:26,144,5,0,1,20,2,,Romance,Romance,,,,,,,,,,Amor & Gelato,Maringá
Recommendation Added To Favorites List,6b00a428-cbc4-4619-8408-84db40150e11,1644636022,12/02/2022 08:50:22,140,5,0,1,22,3,,Romance,Romance,,,,,,,,,,Todas as suas (im)perfeições,Maringá
Last Position,6b00a428-cbc4-4619-8408-84db40150e11,,,,,,,23,,,,,,,,,,,,,,,
First App Open,6b00a428-cbc4-4619-8408-84db40150e11,1644635863,12/02/2022 08:47:43,,,,,,,,,,,,,,,,,,,,Maringá
Experiment Ended,6b00a428-cbc4-4619-8408-84db40150e11,1644636041,12/02/2022 08:50:41,,,,,,,TRUE,,,,,,,,,,,,,Maringá
User Selected Preferred Genres,6b6f2b03-151b-41ca-bc87-b859b963e394,1646535433,06/03/2022 08:27:13,,5,1,4,,,,,Fantasia,Juvenil,Romance,Suspense,,,,,,,,Rio das Ostras
Recommendation Added To Favorites List,6b6f2b03-151b-41ca-bc87-b859b963e394,1646535440,06/03/2022 08:27:20,7,5,1,4,0,92,,Romance,Fantasia,Juvenil,Romance,Suspense,,,,,,,"novembro, 9",Rio das Ostras
Recommendation Added To Favorites List,6b6f2b03-151b-41ca-bc87-b859b963e394,1646535474,06/03/2022 08:27:54,41,5,1,4,2,44,,Juvenil,Fantasia,Juvenil,Romance,Suspense,,,,,,,Decifra-me,Rio das Ostras
Recommendation Added To Favorites List,6b6f2b03-151b-41ca-bc87-b859b963e394,1646535444,06/03/2022 08:27:24,11,5,1,4,4,89,,Romance,Fantasia,Juvenil,Romance,Suspense,,,,,,,Até o verão terminar,Rio das Ostras
Recommendation Added To Favorites List,6b6f2b03-151b-41ca-bc87-b859b963e394,1646535477,06/03/2022 08:27:57,44,5,1,4,5,146,,Terror,Fantasia,Juvenil,Romance,Suspense,,,,,Virou filme!,,It: A coisa,Rio das Ostras
Recommendation Added To Favorites List,6b6f2b03-151b-41ca-bc87-b859b963e394,1646535457,06/03/2022 08:27:37,24,5,1,4,18,105,,Romance,Fantasia,Juvenil,Romance,Suspense,,,,,,,O conde enfeitiçado – Edição Luxo,Rio das Ostras
Last Position,6b6f2b03-151b-41ca-bc87-b859b963e394,,,,,,,23,,,,,,,,,,,,,,,
First App Open,6b6f2b03-151b-41ca-bc87-b859b963e394,1646535397,06/03/2022 08:26:37,,,,,,,,,,,,,,,,,,,,Rio das Ostras
Experiment Ended,6b6f2b03-151b-41ca-bc87-b859b963e394,1646535487,06/03/2022 08:28:07,,,,,,,TRUE,,,,,,,,,,,,,Rio das Ostras
User Selected Preferred Genres,6c0b2ce6-c275-4f0f-9c12-6e4fde70bc68,1646536215,06/03/2022 08:40:15,,5,1,5,,,,,Fantasia,Juvenil,Não ficção,Romance,Suspense,,,,,,,Matozinhos
Recommendation Added To Favorites List,6c0b2ce6-c275-4f0f-9c12-6e4fde70bc68,1646536267,06/03/2022 08:41:07,52,5,1,5,0,13,,Fantasia,Fantasia,Juvenil,Não ficção,Romance,Suspense,,,,,,O Labirinto Do Fauno,Matozinhos
Recommendation Added To Favorites List,6c0b2ce6-c275-4f0f-9c12-6e4fde70bc68,1646536284,06/03/2022 08:41:24,69,5,1,5,8,78,,Não Ficção,Fantasia,Juvenil,Não ficção,Romance,Suspense,,,,,,O homem mais rico da Babilônia: Edição com postais + marcador,Matozinhos
Recommendation Added To Favorites List,6c0b2ce6-c275-4f0f-9c12-6e4fde70bc68,1646536288,06/03/2022 08:41:28,73,5,1,5,11,149,,Terror,Fantasia,Juvenil,Não ficção,Romance,Suspense,,82% dos leitores gostaram,,,,Nunca Saia Sozinho,Matozinhos
Recommendation Added To Favorites List,6c0b2ce6-c275-4f0f-9c12-6e4fde70bc68,1646536254,06/03/2022 08:40:54,39,5,1,5,16,31,,Juvenil,Fantasia,Juvenil,Não ficção,Romance,Suspense,,,,,,Por lugares incríveis,Matozinhos
Recommendation Added To Favorites List,6c0b2ce6-c275-4f0f-9c12-6e4fde70bc68,1646536296,06/03/2022 08:41:36,81,5,1,5,18,130,,Suspense,Fantasia,Juvenil,Não ficção,Romance,Suspense,,,,,,Deixada Para Trás,Matozinhos
Last Position,6c0b2ce6-c275-4f0f-9c12-6e4fde70bc68,,,,,,,23,,,,,,,,,,,,,,,
First App Open,6c0b2ce6-c275-4f0f-9c12-6e4fde70bc68,1646536200,06/03/2022 08:40:00,,,,,,,,,,,,,,,,,,,,Matozinhos
Experiment Ended,6c0b2ce6-c275-4f0f-9c12-6e4fde70bc68,1646536305,06/03/2022 08:41:45,,,,,,,TRUE,,,,,,,,,,,,,Matozinhos
User Selected Preferred Genres,6c931215-ba8b-4db5-8c99-1720ee054d30,1644682827,12/02/2022 21:50:27,,5,2,4,,,,,Fantasia,Juvenil,Romance,Suspense,,,,,,,,Teresina
Recommendation Added To Favorites List,6c931215-ba8b-4db5-8c99-1720ee054d30,1644682870,12/02/2022 21:51:10,,5,2,4,0,37,,Suspense,Fantasia,Juvenil,Romance,Suspense,,,,,,,A Última Festa,Teresina
Recommendation Added To Favorites List,6c931215-ba8b-4db5-8c99-1720ee054d30,1644682870,12/02/2022 21:51:10,,5,2,4,3,75,,Não Ficção,Fantasia,Juvenil,Romance,Suspense,,,90% favoritaram esse livro,,,,Enquanto eu respirar,Teresina
Recommendation Added To Favorites List,6c931215-ba8b-4db5-8c99-1720ee054d30,1644682870,12/02/2022 21:51:10,,5,2,4,4,31,,Juvenil,Fantasia,Juvenil,Romance,Suspense,,,,,,,"Vermelho, branco e sangue azul",Teresina
Recommendation Added To Favorites List,6c931215-ba8b-4db5-8c99-1720ee054d30,1644682870,12/02/2022 21:51:10,,5,2,4,5,72,,Não Ficção,Fantasia,Juvenil,Romance,Suspense,,,,,87% dos leitores classificaram como 5 estrelas,,Ted Bundy: Um Estranho ao Meu Lado,Teresina
Recommendation Added To Favorites List,6c931215-ba8b-4db5-8c99-1720ee054d30,1644682870,12/02/2022 21:51:10,,5,2,4,14,2,,Romance,Fantasia,Juvenil,Romance,Suspense,,,,,,,Amor & Gelato,Teresina
Last Position,6c931215-ba8b-4db5-8c99-1720ee054d30,,,,,,,23,,,,,,,,,,,,,,,
First App Open,6c931215-ba8b-4db5-8c99-1720ee054d30,1644682792,12/02/2022 21:49:52,,,,,,,,,,,,,,,,,,,,Teresina
Experiment Ended,6c931215-ba8b-4db5-8c99-1720ee054d30,1644682870,12/02/2022 21:51:10,,,,,,,TRUE,,,,,,,,,,,,,Teresina
User Selected Preferred Genres,6cfd5d64-9a1e-419f-9c37-41b52f2a1976,1644636054,12/02/2022 08:50:54,,1,1,3,,,,,Fantasia,Não ficção,Romance,,,,,,,,,São José dos Campos
Recommendation Added To Favorites List,6cfd5d64-9a1e-419f-9c37-41b52f2a1976,1644636072,12/02/2022 08:51:12,18,1,1,3,5,17,,Juvenil,Fantasia,Não ficção,Romance,,,,,,87% dos leitores classificaram como 5 estrelas,,A Seleção: 1,São José dos Campos
Last Position,6cfd5d64-9a1e-419f-9c37-41b52f2a1976,,,,,,,20,,,,,,,,,,,,,,,
First App Open,6cfd5d64-9a1e-419f-9c37-41b52f2a1976,1644636041,12/02/2022 08:50:41,,,,,,,,,,,,,,,,,,,,São José dos Campos
User Selected Preferred Genres,6d84daf8-468e-4eb0-bc74-6699e5c0c13d,1644873940,15/02/2022 02:55:40,,5,3,3,,,,,Fantasia,Romance,Suspense,,,,,,,,,São Paulo
Recommendation Added To Favorites List,6d84daf8-468e-4eb0-bc74-6699e5c0c13d,1644873985,15/02/2022 02:56:25,45,5,3,3,0,141,,Fantasia,Fantasia,Romance,Suspense,,,,,,,,Maldição,São Paulo
Recommendation Added To Favorites List,6d84daf8-468e-4eb0-bc74-6699e5c0c13d,1644873994,15/02/2022 02:56:34,54,5,3,3,2,1,,Romance,Fantasia,Romance,Suspense,,,,,,,,É Assim que Acaba,São Paulo
Recommendation Added To Favorites List,6d84daf8-468e-4eb0-bc74-6699e5c0c13d,1644874007,15/02/2022 02:56:47,67,5,3,3,7,99,,Não Ficção,Fantasia,Romance,Suspense,,,,,Indicado por Mark Zuckerberg,,,Sapiens - Uma Breve História da Humanidade,São Paulo
Recommendation Added To Favorites List,6d84daf8-468e-4eb0-bc74-6699e5c0c13d,1644874011,15/02/2022 02:56:51,71,5,3,3,9,144,,Juvenil,Fantasia,Romance,Suspense,,,,,,,Favoritado 36 vezes hoje,Metamorfose,São Paulo
Recommendation Added To Favorites List,6d84daf8-468e-4eb0-bc74-6699e5c0c13d,1644874028,15/02/2022 02:57:08,88,5,3,3,23,49,,Terror,Fantasia,Romance,Suspense,,,,,,,,Drácula - Dark Edition: Edição limitada para caçadores de vampiros,São Paulo
Last Position,6d84daf8-468e-4eb0-bc74-6699e5c0c13d,,,,,,,23,,,,,,,,,,,,,,,
First App Open,6d84daf8-468e-4eb0-bc74-6699e5c0c13d,1644873917,15/02/2022 02:55:17,,,,,,,,,,,,,,,,,,,,São Paulo
Experiment Ended,6d84daf8-468e-4eb0-bc74-6699e5c0c13d,1644874028,15/02/2022 02:57:08,,,,,,,TRUE,,,,,,,,,,,,,São Paulo
User Selected Preferred Genres,6e16ad48-0651-4503-a89e-a3268871a936,1644680446,12/02/2022 21:10:46,,5,0,4,,,,,Fantasia,Juvenil,Suspense,Terror,,,,,,,,São Paulo
Recommendation Added To Favorites List,6e16ad48-0651-4503-a89e-a3268871a936,1644680463,12/02/2022 21:11:03,17,5,0,4,0,90,,Fantasia,Fantasia,Juvenil,Suspense,Terror,,,,,,,1984: Edição com Postais + Marcador,São Paulo
Recommendation Added To Favorites List,6e16ad48-0651-4503-a89e-a3268871a936,1644680466,12/02/2022 21:11:06,20,5,0,4,2,56,,Terror,Fantasia,Juvenil,Suspense,Terror,,,,,,,O Colecionador,São Paulo
Recommendation Added To Favorites List,6e16ad48-0651-4503-a89e-a3268871a936,1644680609,12/02/2022 21:13:29,163,5,0,4,10,47,,Terror,Fantasia,Juvenil,Suspense,Terror,,,,,,,It: A coisa,São Paulo
Recommendation Added To Favorites List,6e16ad48-0651-4503-a89e-a3268871a936,1644680599,12/02/2022 21:13:19,153,5,0,4,12,93,,Fantasia,Fantasia,Juvenil,Suspense,Terror,,,,,,,O Conto da Aia,São Paulo
Recommendation Added To Favorites List,6e16ad48-0651-4503-a89e-a3268871a936,1644680613,12/02/2022 21:13:33,167,5,0,4,14,35,,Suspense,Fantasia,Juvenil,Suspense,Terror,,,,,,,Coleção Agatha Christie - Box 1,São Paulo
Last Position,6e16ad48-0651-4503-a89e-a3268871a936,,,,,,,14,,,,,,,,,,,,,,,
First App Open,6e16ad48-0651-4503-a89e-a3268871a936,1644680409,12/02/2022 21:10:09,,,,,,,,,,,,,,,,,,,,São Paulo
Experiment Ended,6e16ad48-0651-4503-a89e-a3268871a936,1644680613,12/02/2022 21:13:33,,,,,,,TRUE,,,,,,,,,,,,,São Paulo
User Selected Preferred Genres,6e2a66f8-5a6e-42f0-80c5-4a36deddb73a,1644624104,12/02/2022 05:31:44,,6,2,2,,,,,Fantasia,Romance,,,,,,,,,,Sumaré
Recommendation Added To Favorites List,6e2a66f8-5a6e-42f0-80c5-4a36deddb73a,1644624108,12/02/2022 05:31:48,4,6,2,2,0,79,,Fantasia,Fantasia,Romance,,,,,,,,,Trono de Vidro: Império de Tempestades (Vol. 5): Tomo Único,Sumaré
Recommendation Added To Favorites List,6e2a66f8-5a6e-42f0-80c5-4a36deddb73a,1644624153,12/02/2022 05:32:33,49,6,2,2,3,52,,Terror,Fantasia,Romance,,,,,90% favoritaram esse livro,,,,O Retrato de Dorian Gray,Sumaré
Recommendation Added To Favorites List,6e2a66f8-5a6e-42f0-80c5-4a36deddb73a,1644624115,12/02/2022 05:31:55,11,6,2,2,4,7,,Romance,Fantasia,Romance,,,,,,,,,"novembro, 9",Sumaré
Recommendation Added To Favorites List,6e2a66f8-5a6e-42f0-80c5-4a36deddb73a,1644624118,12/02/2022 05:31:58,,6,2,2,6,89,,Fantasia,Fantasia,Romance,,,,,,,,,Trono de Vidro: Reino de Cinzas (Vol. 6),Sumaré
Recommendation Added To Favorites List,6e2a66f8-5a6e-42f0-80c5-4a36deddb73a,1644624120,12/02/2022 05:32:00,16,6,2,2,8,12,,Romance,Fantasia,Romance,,,,,,,,,O lado feio do amor,Sumaré
